domain,stimulus,code,ASL_01,ASL_02,ASL_03,ASL_04,ASL_05,ASL_06,ASL_07,ASL_08,ASL_09,ASL_10,ASL_11,ASL_12,ASL_13,BSL_01,BSL_02,BSL_03,BSL_04,BSL_05,BSL_06,BSL_07,BSL_08,BSL_09,BSL_10,BSL_11,BSL_12,BSL_13,BSL_14,BSL_15,CAN_01,CAN_02,CAN_03,CAN_04,CAN_05,CAN_06,CAN_07,CAN_08,CAN_09,CAN_10,CAN_11,CAN_12,DOG_01,DOG_02,DOG_03,DOG_04,DOG_05,DOG_06,DOG_07,DOG_08,DOG_09,DOG_10,DOG_11,DOG_12,DOG_13,ENG_01,ENG_02,ENG_03,ENG_04,ENG_05,ENG_06,ENG_07,ENG_08,ENG_09,ENG_10,ENG_11,ENG_12,ENG_13,ENG_14,ENG_15,ENG_16,ENG_17,FAR_01,FAR_02,FAR_03,FAR_04,FAR_05,FAR_06,FAR_07,FAR_08,FAR_09,FAR_10,FAR_11,FAR_12,FAR_13,KAT_01,KAT_02,KAT_03,KAT_04,KAT_05,KAT_06,KAT_07,KAT_08,KAT_09,KAT_10,KAT_11,KAT_12,KAT_13,KIL_01,KIL_02,KIL_03,KIL_04,KIL_05,KIL_06,KIL_07,KIL_08,KIL_09,KIL_10,KIL_11,KIL_12,KIL_13,KIL_14,KIL_15,KIL_16,KIL_17,KIL_18,KIL_19,KIL_20,KIL_21,KIL_22,KIL_23,KIL_24,KIL_25,KIL_26,KIL_27,KIL_28,KIL_29,KIL_30,KIL_31,KIL_32,KIL_33,KIL_34,KIL_35,KIL_36,KIL_37,KIL_38,KIL_39,KIL_40,KIL_41,KIL_42,KIL_43,KIL_44,KIL_45,KIL_46,KIL_47,KIL_48,KIL_49,KIL_50,KIL_51,KIL_52,KIL_53,KIL_54,LAO_01,LAO_02,LAO_03,LAO_04,LAO_05,LAO_06,LAO_07,LAO_08,LAO_09,LAO_10,LAO_11,LAO_12,LAO_13,LAO_14,LAO_15,LAO_16,LAO_17,LAO_18,MAL_01,MAL_02,MAL_03,MAL_04,MAL_05,MAL_06,MAL_07,MAL_08,MAL_09,MAL_10,MAL_11,MAL_12,MAL_13,MAL_14,MAL_15,MIA_01,MIA_02,MIA_03,MIA_04,MIA_05,MIA_06,MIA_07,MIA_08,MIA_09,MIA_10,MIA_11,MIA_12,SEM_01,SEM_02,SEM_03,SEM_04,SEM_05,SEM_06,SEM_07,SEM_08,SEM_09,SEM_10,SEM_11,SEM_12,SIW_01,SIW_02,SIW_03,SIW_04,SIW_05,SIW_06,SIW_07,SIW_08,SIW_09,SIW_10,SIW_11,SIW_12,SIW_14,SIW_15,SIW_16,SIW_17,TUR_01,TUR_02,TUR_03,TUR_04,TUR_05,TUR_06,TUR_07,TUR_08,TUR_09,TUR_10,TUR_11,TUR_12,TUR_13,TZE_01,TZE_02,TZE_03,TZE_04,TZE_05,TZE_06,TZE_07,TZE_08,TZE_09,TZE_10,TZE_11,TZE_12,TZE_13,UMP_01,UMP_02,UMP_03,UMP_04,UMP_05,UMP_06,UMP_07,UMP_08,UMP_09,UMP_10,UMP_11,UMP_14,UMP_15,YEL_01,YEL_02,YEL_03,YEL_04,YEL_05,YEL_06,YEL_07,YEL_08,YEL_09,YEL_10,YEL_11,YEL_12,YUC_01,YUC_02,YUC_03,YUC_04,YUC_05,YUC_06,YUC_07,YUC_08,YUC_09,YUC_10,YUC_11,YUC_12,YUC_13,YUR_01,YUR_02,YUR_03,YUR_04,YUR_05,YUR_06,YUR_07,YUR_08,YUR_09,YUR_10,YUR_11,YUR_12,YUR_13,YUR_14,YUR_15,ZAP_01,ZAP_02,ZAP_03,ZAP_04,ZAP_05,ZAP_06,ZAP_07,ZAP_12,ZAP_14,ZAP_15,ZAP_16
colour,44,5YR 6/14,6,6,11,6,11,6,6,8,11,6,6,6,6,6,6,6,6,28,6,6,13,6,69,11,6,10,6,6,6,6,7,6,6,6,10,6,6,6,6,6,14,5,5,5,5,5,5,11,5,5,5,NA,NA,6,6,6,6,5,6,43,6,6,17,6,6,6,4,15,6,24,8,15,8,8,8,6,8,8,15,7,15,8,8,NA,34,18,NA,5,NA,NA,NA,18,18,26,6,10,7,6,7,7,4,12,8,8,12,6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,10,4,4,6,4,4,4,10,11,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,10,4,4,10,4,4,4,4,5,4,4,12,14,7,7,6,7,6,6,7,7,8,7,7,9,29,NA,41,21,47,5,10,19,10,5,NA,12,10,8,6,6,12,NA,8,14,NA,NA,NA,4,6,NA,NA,17,7,11,7,8,8,7,12,7,7,7,16,8,20,16,19,12,3,3,7,3,6,3,7,3,24,10,15,9,14,15,13,9,6,6,7,7,NA,NA,11,8,0,9,0,0,12,0,0,8,16,0,3,10,10,10,13,7,10,3,10,7,7,11,13,10,7,12,12,7,12,7,7,5,7,NA,NA,NA,NA,NA,12,10,17,10,17,16,10,12,6,12,8
colour,45,5PB 2/8,4,18,13,8,8,4,4,8,4,6,17,4,4,4,8,4,4,13,8,8,4,8,3,NA,4,4,NA,8,9,9,4,14,13,5,9,9,9,8,5,5,6,5,5,5,6,5,6,5,6,6,5,NA,NA,8,6,4,4,6,4,4,4,4,28,8,8,4,4,9,9,9,7,7,11,7,9,11,4,11,11,4,11,7,7,NA,14,8,NA,9,NA,NA,NA,27,36,66,48,3,5,4,7,4,12,4,7,4,12,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,16,4,4,6,4,4,8,8,10,NA,NA,NA,NA,NA,NA,NA,NA,9,9,9,4,9,9,9,7,9,7,9,4,9,9,9,5,11,5,5,5,5,6,5,5,5,5,5,10,43,NA,48,54,54,32,55,13,11,22,NA,4,7,4,4,11,0,NA,0,8,NA,NA,NA,7,11,NA,NA,8,8,14,12,8,8,8,8,8,4,8,21,3,19,10,14,9,3,25,18,3,9,3,11,12,30,19,14,7,14,15,7,7,6,4,7,7,NA,NA,14,10,10,14,13,10,10,10,10,14,10,12,9,8,11,5,8,8,5,5,5,9,12,12,12,13,15,8,10,11,11,8,11,5,8,NA,NA,NA,NA,NA,7,11,16,12,23,8,12,12,12,5,21
colour,46,10PB 2/10,6,16,6,10,10,6,6,8,6,6,10,6,6,6,10,6,6,6,10,10,6,10,6,10,6,6,6,10,7,7,9,8,7,7,8,3,7,7,3,3,6,6,5,5,17,6,6,6,5,5,5,NA,NA,10,10,6,10,6,6,6,6,6,16,16,6,6,6,15,6,13,7,26,7,7,7,14,NA,4,14,7,13,7,7,NA,10,48,NA,8,NA,NA,NA,16,19,16,21,25,7,6,7,12,12,6,7,8,7,6,6,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,6,6,11,6,6,6,6,12,NA,NA,NA,NA,NA,NA,NA,NA,4,11,4,15,9,9,12,4,4,7,9,9,4,4,9,11,3,5,3,3,3,12,5,5,5,11,5,14,36,NA,68,15,40,14,8,30,67,9,NA,4,0,4,4,11,0,NA,0,13,NA,NA,NA,7,11,NA,NA,10,7,10,3,7,7,7,3,9,3,7,7,3,35,22,19,13,11,8,14,11,24,12,11,17,22,19,14,7,14,15,14,7,6,6,7,7,NA,NA,0,0,0,0,0,0,17,0,17,0,0,0,7,7,7,5,10,3,7,7,7,7,7,13,7,8,8,24,5,11,41,5,9,5,8,NA,NA,NA,NA,NA,11,13,7,7,7,13,7,12,12,7,8
colour,47,5GY 2/2,9,5,9,31,5,5,5,5,5,5,5,6,19,19,16,5,11,27,10,5,4,29,5,NA,5,19,5,9,8,5,5,8,5,8,15,8,5,5,11,5,5,6,5,5,5,5,5,5,5,5,5,NA,NA,22,9,44,9,5,5,5,9,5,12,5,11,9,5,4,5,13,6,13,11,8,15,8,7,11,12,5,13,6,15,NA,14,9,NA,9,NA,NA,NA,25,13,13,10,26,9,9,5,7,5,12,12,7,12,9,5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,14,10,8,11,13,4,18,10,10,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,4,15,5,15,5,8,10,5,9,5,10,10,5,5,3,5,5,5,14,5,5,5,4,8,27,22,NA,61,35,74,14,10,10,60,6,NA,16,13,13,8,24,10,NA,8,13,NA,NA,NA,14,24,NA,NA,5,5,13,5,5,5,9,9,12,5,5,7,5,19,19,9,7,12,6,12,9,6,3,9,13,15,14,14,14,14,15,14,14,14,14,52,14,NA,NA,10,8,0,10,0,12,12,0,10,10,10,16,4,4,3,5,7,8,7,7,7,14,7,3,7,10,12,11,11,11,16,9,11,4,11,NA,NA,NA,NA,NA,12,13,10,5,16,13,15,11,11,23,6
colour,48,10BG 8/4,19,23,20,16,9,13,9,18,14,11,15,9,14,4,9,9,8,9,9,9,18,26,NA,9,9,9,4,7,8,8,8,9,8,9,8,9,10,9,4,9,6,4,6,6,6,5,5,6,6,6,6,NA,NA,9,18,58,9,8,13,8,17,26,18,7,4,8,9,14,35,41,11,11,4,4,15,17,11,11,11,4,11,4,4,NA,12,13,NA,8,NA,NA,NA,23,23,20,23,15,12,5,8,10,12,7,12,12,12,9,12,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,11,7,4,11,7,14,11,4,11,NA,NA,NA,NA,NA,NA,NA,NA,8,9,8,5,10,8,12,10,8,14,11,11,8,11,8,14,14,14,8,8,14,12,11,11,8,4,8,12,17,NA,21,32,60,12,23,9,39,11,NA,11,3,6,6,4,0,NA,6,26,NA,NA,NA,7,4,NA,NA,9,8,8,5,9,5,9,8,9,9,8,7,5,10,18,36,11,3,21,9,5,3,3,11,18,26,25,7,18,12,15,7,7,6,4,13,7,NA,NA,0,15,0,0,0,18,19,0,0,8,0,0,8,5,9,8,8,10,10,7,8,7,9,10,8,40,8,13,8,7,13,13,7,5,8,NA,NA,NA,NA,NA,13,13,11,15,16,14,13,16,13,5,6
colour,49,10PB 6/10,16,6,6,11,21,6,11,17,16,15,11,11,11,6,9,6,6,10,11,11,9,36,11,11,17,11,6,11,3,7,3,7,3,8,7,7,7,7,3,7,6,6,6,6,6,6,5,6,6,5,6,NA,NA,11,19,39,14,11,11,36,6,11,37,6,11,5,6,6,11,12,14,17,7,7,7,14,14,11,14,7,13,NA,7,NA,13,11,NA,8,NA,NA,NA,NA,NA,39,10,24,12,6,12,8,12,12,12,12,12,10,9,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,6,6,11,6,11,11,11,6,5,NA,NA,NA,NA,NA,NA,NA,NA,8,8,4,10,9,8,12,8,9,4,8,8,8,10,8,11,0,5,3,3,9,6,11,9,0,10,5,14,44,NA,32,25,17,12,32,27,58,31,NA,4,5,4,4,0,0,NA,0,9,NA,NA,NA,7,14,NA,NA,7,10,8,3,7,7,11,3,4,4,7,4,4,44,26,21,8,11,13,12,36,21,9,18,13,26,19,7,14,14,15,7,7,6,6,13,7,NA,NA,0,8,0,0,0,0,17,0,0,0,0,0,10,10,12,7,7,12,12,8,7,12,10,12,12,10,12,8,7,11,16,8,9,5,9,NA,NA,NA,NA,NA,13,10,7,13,7,13,6,7,13,7,12
colour,50,10R 4/12,3,16,8,3,15,10,3,14,8,8,6,3,8,6,17,3,11,22,11,24,11,10,7,14,14,14,10,5,8,3,5,11,5,10,8,11,7,5,17,11,5,5,5,5,5,5,5,6,5,5,5,NA,NA,21,17,27,19,9,54,5,17,6,21,15,9,11,39,16,19,24,6,7,7,7,7,11,14,15,13,22,13,16,14,NA,7,3,NA,8,NA,NA,NA,22,7,20,25,15,7,3,7,7,7,12,7,7,7,3,8,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,11,6,19,6,8,4,8,10,10,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,10,9,5,15,5,6,9,10,8,5,5,11,10,4,4,4,4,4,4,4,11,4,13,4,9,12,NA,30,17,160,9,20,5,48,39,NA,6,8,6,6,6,4,NA,8,24,NA,NA,NA,5,9,NA,NA,9,7,14,7,14,5,12,7,4,4,12,16,7,49,19,15,15,10,7,4,4,7,4,13,19,16,14,9,9,12,20,9,9,19,6,13,32,NA,NA,15,0,0,15,0,16,8,0,0,6,0,0,7,17,10,4,7,7,4,4,10,11,7,14,17,9,22,14,5,9,14,14,12,9,16,NA,NA,NA,NA,NA,12,12,12,6,11,6,16,12,8,6,14
colour,51,5PB 4/12,9,4,9,8,4,4,4,9,4,4,9,4,4,4,4,4,4,10,4,4,7,12,NA,4,4,4,4,8,5,5,5,5,5,9,5,5,5,5,5,9,6,6,5,5,6,5,6,6,6,6,5,NA,NA,4,8,11,4,4,4,4,4,4,37,4,22,4,4,5,4,39,4,4,4,4,11,11,4,4,11,11,11,11,4,NA,8,17,NA,15,NA,NA,NA,11,4,NA,NA,12,5,4,5,4,4,4,5,9,12,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,4,4,6,6,6,4,8,10,NA,NA,NA,NA,NA,NA,NA,NA,4,8,4,5,9,4,4,4,12,4,9,11,9,8,9,5,11,5,5,5,5,6,5,5,5,8,5,10,12,NA,6,26,58,15,27,16,15,12,NA,4,23,4,4,11,0,NA,0,21,NA,NA,NA,7,4,NA,NA,8,4,10,11,9,4,4,4,8,4,8,4,4,15,10,8,7,3,37,6,3,15,3,13,15,57,19,15,7,12,15,18,7,6,4,13,6,NA,NA,10,10,0,14,13,10,10,10,10,14,0,14,9,5,5,5,5,5,5,5,5,5,5,14,10,8,8,13,7,8,14,13,9,5,8,NA,NA,NA,NA,NA,11,5,5,11,14,7,8,10,5,5,11
colour,52,5B 6/10,9,10,17,9,16,4,9,9,9,9,9,9,9,4,18,7,7,8,9,11,39,17,7,9,9,4,4,9,9,9,4,9,5,9,16,5,9,9,5,13,6,6,6,5,NA,5,5,5,6,5,6,NA,NA,9,9,23,16,8,9,4,7,8,11,8,8,7,9,10,9,49,4,21,11,11,4,11,4,10,11,11,11,4,11,NA,16,19,NA,21,NA,NA,NA,20,15,18,NA,11,12,9,5,12,5,9,12,12,12,9,9,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,11,6,4,6,11,6,4,8,11,NA,NA,NA,NA,NA,NA,NA,NA,8,10,8,4,9,8,8,4,12,4,4,4,8,10,10,11,8,8,5,8,11,12,11,11,5,11,5,12,19,NA,15,20,15,19,10,17,16,11,NA,11,3,18,4,0,0,NA,6,18,NA,NA,NA,7,4,NA,NA,9,11,7,9,9,9,9,8,7,7,7,7,7,36,16,10,11,3,22,11,13,9,6,14,9,25,15,15,14,12,15,7,7,6,4,13,6,NA,NA,17,17,0,35,13,18,17,17,17,14,0,9,8,10,10,8,8,10,10,8,10,10,10,15,10,6,12,13,13,8,13,11,13,5,10,NA,NA,NA,NA,NA,13,15,10,10,22,11,13,7,11,12,11
colour,53,5B 2/6,8,15,8,13,8,4,4,7,8,8,10,8,8,4,16,8,26,28,8,8,15,23,40,16,8,8,13,8,9,9,9,9,9,9,15,8,8,9,34,9,5,5,5,5,5,5,21,5,5,5,6,NA,NA,44,15,20,8,8,8,8,8,5,12,8,8,4,5,8,14,48,4,9,11,7,13,7,7,11,11,5,13,10,10,NA,8,13,NA,5,NA,NA,NA,22,11,6,7,NA,5,12,7,7,5,12,7,8,12,8,12,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,14,6,9,6,4,9,24,8,10,NA,NA,NA,NA,NA,NA,NA,NA,9,9,9,4,10,4,9,7,4,4,10,8,9,10,9,13,5,5,5,8,9,8,5,13,5,11,8,13,12,NA,13,33,143,4,29,11,20,11,NA,16,6,6,8,11,0,NA,8,21,NA,NA,NA,10,11,NA,NA,8,16,12,5,9,5,5,9,5,5,12,5,5,3,16,9,9,3,32,6,6,15,3,13,15,25,19,14,14,14,14,18,14,6,14,7,6,NA,NA,15,8,0,0,8,10,12,8,10,0,0,0,8,4,8,9,7,8,12,8,8,15,8,8,8,8,13,11,11,11,14,14,8,4,11,NA,NA,NA,NA,NA,6,11,8,11,11,NA,14,6,6,11,4
colour,54,5PB 6/10,4,13,46,25,9,4,4,18,9,9,9,9,14,9,7,4,9,9,9,9,13,11,9,21,4,9,4,8,9,9,9,18,9,9,16,9,9,9,9,9,6,6,6,6,6,6,6,6,6,5,5,NA,NA,9,9,25,9,11,9,9,24,9,11,21,10,11,4,28,10,42,11,4,4,4,11,11,4,4,11,4,11,11,11,NA,8,15,NA,12,NA,NA,NA,20,10,16,14,30,12,4,8,12,12,9,12,12,12,8,9,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,11,4,4,11,11,9,7,4,12,NA,NA,NA,NA,NA,NA,NA,NA,8,10,8,4,10,4,8,4,8,4,11,9,8,10,9,11,11,11,5,5,11,12,11,11,5,14,5,12,22,NA,14,22,80,11,34,29,54,59,NA,6,5,4,4,0,0,NA,0,0,NA,NA,NA,7,0,NA,NA,8,10,15,9,4,4,4,8,4,4,8,8,4,78,22,22,15,11,16,11,26,23,9,22,20,26,19,15,7,12,15,7,9,10,4,13,6,NA,NA,17,10,0,0,10,18,17,17,0,14,0,0,8,8,11,8,12,10,10,5,8,10,5,10,10,13,12,20,7,7,13,13,12,7,8,NA,NA,NA,NA,NA,11,8,5,10,11,11,13,7,11,5,10
colour,55,10Y 6/10,10,20,9,20,10,5,10,5,7,20,5,10,10,5,10,5,9,26,10,4,8,61,10,8,10,5,5,10,9,9,15,4,8,9,8,9,9,4,21,15,8,5,5,5,5,18,5,6,6,6,6,NA,NA,16,22,132,10,10,9,5,42,5,15,64,11,11,5,15,9,64,7,12,4,6,7,12,8,8,15,6,6,4,4,NA,5,14,NA,9,NA,NA,NA,42,38,10,21,22,12,6,5,10,12,12,6,12,12,10,11,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,8,6,6,11,14,10,6,10,10,NA,NA,NA,NA,NA,NA,NA,NA,16,9,5,9,9,5,15,16,12,5,5,8,5,9,11,14,14,4,8,8,14,14,8,14,8,0,8,16,54,NA,56,17,44,4,41,6,11,53,NA,6,13,8,8,4,14,NA,0,16,NA,NA,NA,7,4,NA,NA,9,16,5,12,11,5,9,4,5,5,11,9,4,42,18,14,15,3,13,12,5,20,3,25,19,15,15,15,9,14,14,7,7,29,6,13,51,NA,NA,15,0,0,20,0,18,17,0,15,9,0,0,7,7,7,4,9,7,4,9,7,7,7,7,7,8,12,13,12,16,12,12,NA,12,7,NA,NA,NA,NA,NA,24,12,7,11,12,17,NA,13,6,27,13
colour,56,10B 4/10,4,4,11,8,4,4,4,9,4,12,9,8,9,4,4,4,9,14,4,14,4,4,4,8,8,4,4,7,9,5,5,9,5,5,5,5,5,5,5,9,6,6,5,5,6,5,6,6,6,6,5,NA,NA,4,8,11,4,8,4,9,4,4,9,4,13,4,4,4,11,29,4,4,4,4,9,4,7,10,11,11,11,4,4,NA,14,9,NA,9,NA,NA,NA,10,69,10,16,42,5,4,12,4,4,4,5,4,12,4,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,10,4,4,6,6,4,4,8,10,NA,NA,NA,NA,NA,NA,NA,NA,8,4,4,4,9,4,4,4,9,4,9,11,9,4,9,5,5,5,5,5,5,6,5,10,5,8,5,10,37,NA,12,19,33,13,14,6,52,20,NA,4,26,4,4,11,0,NA,0,0,NA,NA,NA,7,0,NA,NA,11,11,13,11,8,4,4,8,11,4,8,8,4,30,21,23,18,3,15,11,3,6,3,20,6,51,24,15,13,14,7,7,7,6,4,13,6,NA,NA,10,10,10,14,13,18,10,10,10,14,0,14,9,5,10,5,5,5,5,9,5,12,5,10,10,8,13,14,7,8,9,13,14,39,8,NA,NA,NA,NA,NA,11,8,5,5,11,11,13,10,5,5,13
colour,57,5B 4/10,10,20,15,19,11,4,4,18,4,12,9,8,10,4,9,4,14,8,8,8,27,4,4,17,4,8,NA,7,9,5,5,9,5,9,16,5,5,5,4,13,6,6,5,5,6,5,6,6,6,6,5,NA,NA,9,20,31,4,4,4,9,4,9,12,18,28,4,4,18,12,27,4,4,4,4,9,4,4,13,11,4,11,4,4,NA,24,21,NA,9,NA,NA,NA,10,27,8,7,NA,5,5,12,6,4,9,5,12,12,4,9,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,10,4,11,6,6,4,4,8,10,NA,NA,NA,NA,NA,NA,NA,NA,8,4,4,5,9,4,10,4,12,4,10,4,9,9,9,5,11,8,5,5,12,8,5,11,5,5,5,12,39,NA,6,20,0,3,19,12,26,38,NA,4,5,4,4,11,0,NA,0,0,NA,NA,NA,7,13,NA,NA,11,11,10,4,8,4,8,4,11,5,11,8,7,20,13,12,21,3,17,3,9,6,6,22,12,23,15,15,7,12,7,7,7,6,4,13,6,NA,NA,0,10,0,14,0,10,10,10,17,14,0,0,9,5,10,5,5,8,5,4,5,10,5,9,10,8,12,25,8,8,13,8,9,5,10,NA,NA,NA,NA,NA,7,11,5,11,11,11,16,10,11,5,13
colour,58,5R 8/6,4,5,10,4,32,4,5,9,4,6,4,4,4,4,5,4,10,38,11,4,14,81,13,11,10,4,4,10,9,4,9,11,9,9,11,9,9,10,16,14,8,4,6,6,6,5,6,6,5,5,6,NA,NA,10,4,23,55,5,105,4,4,9,12,61,14,4,4,5,4,46,26,5,7,7,7,11,14,7,21,7,13,7,7,NA,10,10,NA,5,NA,NA,NA,20,92,32,21,11,12,6,7,6,6,12,12,12,12,8,12,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,6,7,9,6,4,4,4,5,12,NA,NA,NA,NA,NA,NA,NA,NA,14,8,10,4,4,8,15,14,13,5,8,11,8,8,11,24,0,4,10,10,7,12,0,13,8,17,0,18,51,NA,5,17,65,9,72,11,31,47,NA,6,10,0,8,10,8,NA,8,20,NA,NA,NA,5,9,NA,NA,5,9,5,5,5,5,5,10,7,5,9,9,7,29,22,32,15,14,24,14,6,6,6,32,18,22,17,15,14,14,22,7,9,7,6,13,20,NA,NA,0,0,0,0,16,0,8,0,0,8,0,0,10,10,7,7,7,12,7,7,7,7,11,7,12,12,22,9,9,7,12,8,12,6,7,NA,NA,NA,NA,NA,15,11,11,5,5,11,5,19,12,5,9
colour,59,5Y 6/10,5,18,9,56,NA,5,5,13,5,18,10,20,5,4,10,5,14,14,10,4,15,26,77,14,10,14,4,9,9,8,5,13,11,9,12,9,7,5,11,15,8,6,8,5,8,6,5,6,8,5,6,NA,NA,19,7,52,21,4,10,5,54,39,31,64,22,11,5,11,109,4,6,18,4,6,8,8,8,8,15,6,13,8,14,NA,10,46,NA,6,NA,NA,NA,11,18,13,6,25,12,6,5,5,12,12,6,12,12,10,11,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,8,6,6,11,9,7,6,14,10,NA,NA,NA,NA,NA,NA,NA,NA,10,11,5,4,9,5,15,11,4,5,10,4,5,9,11,8,3,8,8,8,12,8,8,14,14,0,8,13,25,NA,59,37,17,3,23,16,17,12,NA,18,10,8,8,9,17,NA,8,14,NA,NA,NA,5,10,NA,NA,4,13,10,6,11,6,12,11,4,6,4,15,4,23,18,14,15,17,15,12,9,20,3,21,12,18,15,15,11,14,15,11,7,6,6,13,7,NA,NA,27,8,0,0,0,18,10,0,0,9,0,0,9,7,7,7,6,7,3,3,3,7,7,3,7,12,14,11,9,5,13,13,16,5,7,NA,NA,NA,NA,NA,24,12,6,11,44,13,15,13,6,12,10
colour,60,10P 6/10,4,4,21,8,10,4,4,8,6,4,4,4,4,4,10,4,4,12,6,4,29,8,13,20,4,4,4,8,7,9,3,7,9,7,7,9,3,7,3,8,6,5,5,5,5,5,5,6,6,5,5,NA,NA,18,11,7,11,4,7,4,4,4,11,5,11,7,6,8,9,20,7,7,7,7,14,10,7,7,14,7,14,7,7,NA,10,9,NA,5,NA,NA,NA,3,37,6,26,31,12,4,7,7,4,12,12,12,12,10,12,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,15,11,11,11,4,4,8,5,NA,NA,NA,NA,NA,NA,NA,NA,18,8,10,13,9,4,18,14,4,4,15,4,8,10,10,10,0,10,10,4,3,10,0,9,10,10,0,14,51,NA,14,12,39,44,110,29,10,7,NA,4,0,6,8,6,0,NA,8,14,NA,NA,NA,7,6,NA,NA,9,9,14,7,5,5,4,3,9,5,5,4,5,32,26,44,17,14,16,7,11,17,3,14,47,25,15,15,9,12,15,7,9,19,6,13,7,NA,NA,0,0,0,0,8,20,0,0,0,0,0,0,7,7,7,7,7,12,7,7,12,7,5,7,12,10,12,11,9,11,14,12,9,18,8,NA,NA,NA,NA,NA,9,17,7,10,22,13,11,7,13,5,11
